ADDRESS,ORGANISATION,AddressLine2,AddressLine3,AddressLine4,LOCALITY_NAME,TOWN_NAME,POSTCODE,UPRN,CLASSIFICATION,TERTIARY_CLASS_DESC,LPI_LOGICAL_STATUS,BLPU_LOGICAL_STATUS,BLPU_STATE_STRING,NON_POSTAL
"1B Graham Street, DUNDEE, DD4 9AB",,,,1B Graham Street,,DUNDEE,DD4 9AB,9059010138,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1C Graham Street, DUNDEE, DD4 9AB",,,,1C Graham Street,,DUNDEE,DD4 9AB,9059010139,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1D Graham Street, DUNDEE, DD4 9AB",,,,1D Graham Street,,DUNDEE,DD4 9AB,9059010144,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1E Graham Street, DUNDEE, DD4 9AB",,,,1E Graham Street,,DUNDEE,DD4 9AB,9059010145,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1F Graham Street, DUNDEE, DD4 9AB",,,,1F Graham Street,,DUNDEE,DD4 9AB,9059010146,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"18 Graham Wynd, DUNDEE, DD4 9XA",,,,18 Graham Wynd,,DUNDEE,DD4 9XA,9059049243,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"19 Graham Wynd, DUNDEE, DD4 9XA",,,,19 Graham Wynd,,DUNDEE,DD4 9XA,9059049242,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3 Graham Street, DUNDEE, DD4 9AB",,,,3 Graham Street,,DUNDEE,DD4 9AB,9059010142,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"20 Graham Wynd, DUNDEE, DD4 9XA",,,,20 Graham Wynd,,DUNDEE,DD4 9XA,9059049244,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"22 Graham Wynd, DUNDEE, DD4 9XA",,,,22 Graham Wynd,,DUNDEE,DD4 9XA,9059049246,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"16 Graham Wynd, DUNDEE, DD4 9XA",,,,16 Graham Wynd,,DUNDEE,DD4 9XA,9059049251,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"5 Graham Street, DUNDEE, DD4 9AB",,,,5 Graham Street,,DUNDEE,DD4 9AB,9059010143,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"17 Graham Wynd, DUNDEE, DD4 9XA",,,,17 Graham Wynd,,DUNDEE,DD4 9XA,9059049241,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"7 Graham Street, DUNDEE, DD4 9AB",,,,7 Graham Street,,DUNDEE,DD4 9AB,9059010135,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"15 Graham Wynd, DUNDEE, DD4 9XA",,,,15 Graham Wynd,,DUNDEE,DD4 9XA,9059049240,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"11 Graham Wynd, DUNDEE, DD4 9XA",,,,11 Graham Wynd,,DUNDEE,DD4 9XA,9059049239,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"14 Graham Wynd, DUNDEE, DD4 9XA",,,,14 Graham Wynd,,DUNDEE,DD4 9XA,9059049250,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"9 Graham Street, DUNDEE, DD4 9AB",,,,9 Graham Street,,DUNDEE,DD4 9AB,9059010136,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"9 Graham Wynd, DUNDEE, DD4 9XA",,,,9 Graham Wynd,,DUNDEE,DD4 9XA,9059049231,R,Residential - Dwellings - Semi-detached House,Approved preferred,Approved,Constructed,Postal
"10 Graham Wynd, DUNDEE, DD4 9XA",,,,10 Graham Wynd,,DUNDEE,DD4 9XA,9059049248,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"12 Graham Wynd, DUNDEE, DD4 9XA",,,,12 Graham Wynd,,DUNDEE,DD4 9XA,9059049249,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"2 Graham Wynd, DUNDEE, DD4 9XA",,,,2 Graham Wynd,,DUNDEE,DD4 9XA,9059049235,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"4 Graham Wynd, DUNDEE, DD4 9XA",,,,4 Graham Wynd,,DUNDEE,DD4 9XA,9059049236,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"6 Graham Wynd, DUNDEE, DD4 9XA",,,,6 Graham Wynd,,DUNDEE,DD4 9XA,9059049237,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"8 Graham Wynd, DUNDEE, DD4 9XA",,,,8 Graham Wynd,,DUNDEE,DD4 9XA,9059049238,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"14 Graham Terrace, DUNDEE, DD4 9XB",,,,14 Graham Terrace,,DUNDEE,DD4 9XB,9059049271,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"12 Graham Terrace, DUNDEE, DD4 9XB",,,,12 Graham Terrace,,DUNDEE,DD4 9XB,9059049270,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"10 Graham Terrace, DUNDEE, DD4 9XB",,,,10 Graham Terrace,,DUNDEE,DD4 9XB,9059049264,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"8 Graham Terrace, DUNDEE, DD4 9XB",,,,8 Graham Terrace,,DUNDEE,DD4 9XB,9059049263,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"6 Graham Terrace, DUNDEE, DD4 9XB",,,,6 Graham Terrace,,DUNDEE,DD4 9XB,9059049262,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"20C Fleming Gardens North, DUNDEE, DD3 7LP",,,,20C Fleming Gardens North,,DUNDEE,DD3 7LP,9059046319,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"100A Clepington Road, DUNDEE, DD3 7SX",,,,100A Clepington Road,,DUNDEE,DD3 7SX,9059085732,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 1, 106B Clepington Road, DUNDEE, DD3 7SX",,Flat 1,,106B Clepington Road,,DUNDEE,DD3 7SX,9059085168,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 4, 106B Clepington Road, DUNDEE, DD3 7SX",,Flat 4,,106B Clepington Road,,DUNDEE,DD3 7SX,9059085575,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 2, 106B Clepington Road, DUNDEE, DD3 7SX",,Flat 2,,106B Clepington Road,,DUNDEE,DD3 7SX,9059085577,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 3, 106B Clepington Road, DUNDEE, DD3 7SX",,Flat 3,,106B Clepington Road,,DUNDEE,DD3 7SX,9059085578,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 1, 106A Clepington Road, DUNDEE, DD3 7SX",,Flat 1,,106A Clepington Road,,DUNDEE,DD3 7SX,9059085236,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 2, 106A Clepington Road, DUNDEE, DD3 7SX",,Flat 2,,106A Clepington Road,,DUNDEE,DD3 7SX,9059085576,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 4, 106A Clepington Road, DUNDEE, DD3 7SX",,Flat 4,,106A Clepington Road,,DUNDEE,DD3 7SX,9059085166,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Flat 3, 106A Clepington Road, DUNDEE, DD3 7SX",,Flat 3,,106A Clepington Road,,DUNDEE,DD3 7SX,9059085234,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Bodycare Complementary Clinics Ltd, 102 Clepington Road, DUNDEE, DD3 7SX",Bodycare Complementary Clinics Ltd,,,102 Clepington Road,,DUNDEE,DD3 7SX,9059085734,C,Commercial - Medical  - Professional medical services,Approved preferred,Approved,Constructed,Postal
"Barber's Chair, 104 Clepington Road, DUNDEE, DD3 7SX",Barber's Chair,,,104 Clepington Road,,DUNDEE,DD3 7SX,9059085237,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Premier, 106 Clepington Road, DUNDEE, DD3 7SX",Premier,,,106 Clepington Road,,DUNDEE,DD3 7SX,9059085075,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"G/1, 183 Clepington Road, DUNDEE, DD3 7TA",, G/1,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085702,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 183 Clepington Road, DUNDEE, DD3 7TA",, G/2,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085703,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 183 Clepington Road, DUNDEE, DD3 7TA",, 1/1,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085704,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 183 Clepington Road, DUNDEE, DD3 7TA",, 1/2,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085705,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 183 Clepington Road, DUNDEE, DD3 7TA",, 2/1,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085706,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 183 Clepington Road, DUNDEE, DD3 7TA",, 2/2,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085707,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 183 Clepington Road, DUNDEE, DD3 7TA",, 3/1,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085708,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 183 Clepington Road, DUNDEE, DD3 7TA",, 3/2,,183 Clepington Road,,DUNDEE,DD3 7TA,9059085709,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"181E Clepington Road, DUNDEE, DD3 7SN",,,,181E Clepington Road,,DUNDEE,DD3 7SN,9059085009,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"181C Clepington Road, DUNDEE, DD3 7SN",,,,181C Clepington Road,,DUNDEE,DD3 7SN,9059085015,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"181A Clepington Road, DUNDEE, DD3 7SN",,,,181A Clepington Road,,DUNDEE,DD3 7SN,9059085008,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 2 Graham Street, DUNDEE, DD4 9AD",, G/1,,2 Graham Street,,DUNDEE,DD4 9AD,9059016768,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 2 Graham Street, DUNDEE, DD4 9AD",, 2/1,,2 Graham Street,,DUNDEE,DD4 9AD,9059016440,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 2 Graham Street, DUNDEE, DD4 9AD",, 2/2,,2 Graham Street,,DUNDEE,DD4 9AD,9059016442,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 2 Graham Street, DUNDEE, DD4 9AD",, 3/1,,2 Graham Street,,DUNDEE,DD4 9AD,9059016444,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 2 Graham Street, DUNDEE, DD4 9AD",, 3/2,,2 Graham Street,,DUNDEE,DD4 9AD,9059016446,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 2 Graham Street, DUNDEE, DD4 9AD",, G/2,,2 Graham Street,,DUNDEE,DD4 9AD,9059016449,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 2 Graham Street, DUNDEE, DD4 9AD",, 1/1,,2 Graham Street,,DUNDEE,DD4 9AD,9059016451,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 2 Graham Street, DUNDEE, DD4 9AD",, 1/2,,2 Graham Street,,DUNDEE,DD4 9AD,9059016453,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 4 Graham Street, DUNDEE, DD4 9AD",, 2/2,,4 Graham Street,,DUNDEE,DD4 9AD,9059016456,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 4 Graham Street, DUNDEE, DD4 9AD",, 3/1,,4 Graham Street,,DUNDEE,DD4 9AD,9059016458,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 4 Graham Street, DUNDEE, DD4 9AD",, 3/2,,4 Graham Street,,DUNDEE,DD4 9AD,9059016461,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 4 Graham Street, DUNDEE, DD4 9AD",, G/2,,4 Graham Street,,DUNDEE,DD4 9AD,9059016463,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 4 Graham Street, DUNDEE, DD4 9AD",, 1/1,,4 Graham Street,,DUNDEE,DD4 9AD,9059016465,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 4 Graham Street, DUNDEE, DD4 9AD",, 1/2,,4 Graham Street,,DUNDEE,DD4 9AD,9059016467,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 4 Graham Street, DUNDEE, DD4 9AD",, 2/1,,4 Graham Street,,DUNDEE,DD4 9AD,9059016469,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
