ADDRESS,ORGANISATION,AddressLine2,AddressLine3,AddressLine4,LOCALITY_NAME,TOWN_NAME,POSTCODE,UPRN,CLASSIFICATION,TERTIARY_CLASS_DESC,LPI_LOGICAL_STATUS,BLPU_LOGICAL_STATUS,BLPU_STATE_STRING,NON_POSTAL
"43 St Michaels Yard, DUNDEE, DD4 9AP",,,,43 St Michaels Yard,,DUNDEE,DD4 9AP,9059102654,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"22 St Michaels Yard, DUNDEE, DD4 9AP",,,,22 St Michaels Yard,,DUNDEE,DD4 9AP,9059102679,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"18 St Michaels Yard, DUNDEE, DD4 9AP",,,,18 St Michaels Yard,,DUNDEE,DD4 9AP,9059102677,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"20 St Michaels Yard, DUNDEE, DD4 9AP",,,,20 St Michaels Yard,,DUNDEE,DD4 9AP,9059102678,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"North Sea Roofing, Unit 11, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",North Sea Roofing,Unit 11,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059085599,C,"Commercial - Industrial - Warehouses, stores and storage depots",Approved preferred,Approved,Constructed,Postal
"45 St Michaels Yard, DUNDEE, DD4 9AP",,,,45 St Michaels Yard,,DUNDEE,DD4 9AP,9059102655,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"47 St Michaels Yard, DUNDEE, DD4 9AP",,,,47 St Michaels Yard,,DUNDEE,DD4 9AP,9059102656,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"Bentley Shopfitting Ltd, Unit 10, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Bentley Shopfitting Ltd,Unit 10,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059075223,C,Commercial - Industrial - Factories & Manufacturing,Approved preferred,Approved,Constructed,Postal
"63 St Michaels Yard, DUNDEE, DD4 9AP",,,,63 St Michaels Yard,,DUNDEE,DD4 9AP,9059102664,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"49 St Michaels Yard, DUNDEE, DD4 9AP",,,,49 St Michaels Yard,,DUNDEE,DD4 9AP,9059102657,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"61 St Michaels Yard, DUNDEE, DD4 9AP",,,,61 St Michaels Yard,,DUNDEE,DD4 9AP,9059102663,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"59 St Michaels Yard, DUNDEE, DD4 9AP",,,,59 St Michaels Yard,,DUNDEE,DD4 9AP,9059102662,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"57 St Michaels Yard, DUNDEE, DD4 9AP",,,,57 St Michaels Yard,,DUNDEE,DD4 9AP,9059102661,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"Phin's Autobreakers, Unit 5, Balgray Works North, Balgray Place, DUNDEE, DD3 8SH",Phin's Autobreakers,Unit 5,Balgray Works North,Balgray Place,,DUNDEE,DD3 8SH,9059095872,C,Commercial - Industrial - Factories & Manufacturing,Approved preferred,Approved,Constructed,Postal
"51 St Michaels Yard, DUNDEE, DD4 9AP",,,,51 St Michaels Yard,,DUNDEE,DD4 9AP,9059102658,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"10B Barnes Avenue, DUNDEE, DD4 9AF",,,,10B Barnes Avenue,,DUNDEE,DD4 9AF,9059011064,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"10D Barnes Avenue, DUNDEE, DD4 9AF",,,,10D Barnes Avenue,,DUNDEE,DD4 9AF,9059011077,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"10A Barnes Avenue, DUNDEE, DD4 9AF",,,,10A Barnes Avenue,,DUNDEE,DD4 9AF,9059016023,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53 St Michaels Yard, DUNDEE, DD4 9AP",,,,53 St Michaels Yard,,DUNDEE,DD4 9AP,9059102659,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"55 St Michaels Yard, DUNDEE, DD4 9AP",,,,55 St Michaels Yard,,DUNDEE,DD4 9AP,9059102660,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"8B Barnes Avenue, DUNDEE, DD4 9AF",,,,8B Barnes Avenue,,DUNDEE,DD4 9AF,9059011060,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8C Barnes Avenue, DUNDEE, DD4 9AF",,,,8C Barnes Avenue,,DUNDEE,DD4 9AF,9059011061,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8D Barnes Avenue, DUNDEE, DD4 9AF",,,,8D Barnes Avenue,,DUNDEE,DD4 9AF,9059011062,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"8A Barnes Avenue, DUNDEE, DD4 9AF",,,,8A Barnes Avenue,,DUNDEE,DD4 9AF,9059000108,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6B Barnes Avenue, DUNDEE, DD4 9AF",,,,6B Barnes Avenue,,DUNDEE,DD4 9AF,9059011066,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6C Barnes Avenue, DUNDEE, DD4 9AF",,,,6C Barnes Avenue,,DUNDEE,DD4 9AF,9059011067,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6D Barnes Avenue, DUNDEE, DD4 9AF",,,,6D Barnes Avenue,,DUNDEE,DD4 9AF,9059011068,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4B Barnes Avenue, DUNDEE, DD4 9AF",,,,4B Barnes Avenue,,DUNDEE,DD4 9AF,9059011111,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4C Barnes Avenue, DUNDEE, DD4 9AF",,,,4C Barnes Avenue,,DUNDEE,DD4 9AF,9059011112,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4D Barnes Avenue, DUNDEE, DD4 9AF",,,,4D Barnes Avenue,,DUNDEE,DD4 9AF,9059011113,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"114D Clepington Road, DUNDEE, DD3 7SY",,,,114D Clepington Road,,DUNDEE,DD3 7SY,9059032808,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"114A Clepington Road, DUNDEE, DD3 7SY",,,,114A Clepington Road,,DUNDEE,DD3 7SY,9059033095,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 189 Clepington Road, DUNDEE, DD3 7TA",, G/1,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085096,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 189 Clepington Road, DUNDEE, DD3 7TA",, 2/2,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085399,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 189 Clepington Road, DUNDEE, DD3 7TA",, G/2,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085402,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 189 Clepington Road, DUNDEE, DD3 7TA",, 1/2,,189 Clepington Road,,DUNDEE,DD3 7TA,9059085404,C,"Commercial - Hotels, Boarding and Guest Houses - Holiday Let/Accommodation/short-term lets other than above",Approved preferred,Approved,Constructed,Postal
"3/2, 185 Clepington Road, DUNDEE, DD3 7TA",, 3/2,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085148,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 185 Clepington Road, DUNDEE, DD3 7TA",, G/2,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085149,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 185 Clepington Road, DUNDEE, DD3 7TA",, 1/1,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085150,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 185 Clepington Road, DUNDEE, DD3 7TA",, 1/2,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085151,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 185 Clepington Road, DUNDEE, DD3 7TA",, 2/1,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085152,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 185 Clepington Road, DUNDEE, DD3 7TA",, G/1,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085145,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 185 Clepington Road, DUNDEE, DD3 7TA",, 2/2,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085146,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 185 Clepington Road, DUNDEE, DD3 7TA",, 3/1,,185 Clepington Road,,DUNDEE,DD3 7TA,9059085147,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 163 Clepington Road, DUNDEE, DD3 7SN",, 1/1,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085384,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 163 Clepington Road, DUNDEE, DD3 7SN",, 1/2,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085385,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 163 Clepington Road, DUNDEE, DD3 7SN",, 2/1,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085386,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 163 Clepington Road, DUNDEE, DD3 7SN",, G/1,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085395,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 163 Clepington Road, DUNDEE, DD3 7SN",, 2/2,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085380,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 163 Clepington Road, DUNDEE, DD3 7SN",, 3/1,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085381,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 163 Clepington Road, DUNDEE, DD3 7SN",, 3/2,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085382,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 163 Clepington Road, DUNDEE, DD3 7SN",, G/2,,163 Clepington Road,,DUNDEE,DD3 7SN,9059085383,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Tak A Wa, 243 Clepington Road, DUNDEE, DD3 7UE",Tak A Wa,,,243 Clepington Road,,DUNDEE,DD3 7UE,9059085171,C,Commercial - Retail - Fast food outlets/ takeaways (hot and cold),Approved preferred,Approved,Constructed,Postal
"245J Clepington Road, DUNDEE, DD3 7UE",,,,245J Clepington Road,,DUNDEE,DD3 7UE,9059085696,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"245H Clepington Road, DUNDEE, DD3 7UE",,,,245H Clepington Road,,DUNDEE,DD3 7UE,9059085720,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"245K Clepington Road, DUNDEE, DD3 7UE",,,,245K Clepington Road,,DUNDEE,DD3 7UE,9059085721,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"The Ambassador, 233 - 237 Clepington Road, DUNDEE, DD3 7UE",,,The Ambassador,233 - 237 Clepington Road,,DUNDEE,DD3 7UE,9059085451,C,"Commercial - Retail - Public houses, bars and nightclubs",Approved preferred,Approved,Constructed,Postal
"The Ambo Lounge Ktd, Ground Floor, The Ambassador, 233 - 237 Clepington Road, DUNDEE, DD3 7UE",The Ambo Lounge Ktd,Ground Floor,The Ambassador,233 - 237 Clepington Road,,DUNDEE,DD3 7UE,9059102970,C,"Commercial - Retail - Public houses, bars and nightclubs",Approved preferred,Approved,Constructed,Postal
"Ambo Functions Ltd, First Floor, The Ambassador, 233 - 237 Clepington Road, DUNDEE, DD3 7UE",Ambo Functions Ltd,First Floor,The Ambassador,233 - 237 Clepington Road,,DUNDEE,DD3 7UE,9059102971,C,"Commercial - Retail - Public houses, bars and nightclubs",Approved preferred,Approved,Constructed,Postal
"KGS Motors Limited, Workshop, Balgray Place, DUNDEE, DD3 8SH",KGS Motors Limited,,Workshop,Balgray Place,,DUNDEE,DD3 8SH,9059075228,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
"Auto Repairs, Unit 3, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Auto Repairs,Unit 3,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102546,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
"Joe Clenaghan, Unit 4, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Joe Clenaghan,Unit 4,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102534,C,Commercial - Industrial - Workshops and light industrial,Approved preferred,Approved,Constructed,Postal
"Serious Paraday, Unit 9, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Serious Paraday,Unit 9,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102547,C,Commercial - Offices  - Offices and work studios,Approved preferred,Approved,Constructed,Postal
"Wilde Mode Limited, Unit 6, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Wilde Mode Limited,Unit 6,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059075225,C,Commercial - Offices  - Offices and work studios,Approved preferred,Approved,Constructed,Postal
"Escape Rooms Scotland, Unit 7, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Escape Rooms Scotland,Unit 7,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059085598,C,Commercial - Offices  - Offices and work studios,Approved preferred,Approved,Constructed,Postal
"Escape Rooms Scotland, Unit 8, Balgray Works, Balgray Place, DUNDEE, DD3 8SH",Escape Rooms Scotland,Unit 8,Balgray Works,Balgray Place,,DUNDEE,DD3 8SH,9059102363,C,Commercial - Offices  - Offices and work studios,Approved preferred,Approved,Constructed,Postal
"2 Woodside Terrace, DUNDEE, DD4 9AS",,,,2 Woodside Terrace,,DUNDEE,DD4 9AS,9059066533,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"6A Barnes Avenue, DUNDEE, DD4 9AF",,,,6A Barnes Avenue,,DUNDEE,DD4 9AF,9059071269,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Millar Family Funeral Directors, 12 Graham Street, DUNDEE, DD4 9AH",Millar Family Funeral Directors,,,12 Graham Street,,DUNDEE,DD4 9AH,9059056867,C,Commercial - Retail - Retail service agents,Approved preferred,Approved,Constructed,Postal
"Graham St News, 14 - 16 Graham Street, DUNDEE, DD4 9AH",Graham St News,,,14 - 16 Graham Street,,DUNDEE,DD4 9AH,9059067708,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"7A Barnes Avenue, DUNDEE, DD4 9AE",,,,7A Barnes Avenue,,DUNDEE,DD4 9AE,9059059052,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"20 Graham Street, DUNDEE, DD4 9AH",,,,20 Graham Street,,DUNDEE,DD4 9AH,9059029077,R,Residential - Dwellings - Detached House,Approved preferred,Approved,Constructed,Postal
"35 Graham Street, DUNDEE, DD4 9BG",,,,35 Graham Street,,DUNDEE,DD4 9BG,9059057895,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"33 Graham Street, DUNDEE, DD4 9BG",,,,33 Graham Street,,DUNDEE,DD4 9BG,9059057897,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"39A Graham Street, DUNDEE, DD4 9BG",,,,39A Graham Street,,DUNDEE,DD4 9BG,9059066428,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 164 Clepington Road, DUNDEE, DD3 7UD",, 3/1,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084967,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 164 Clepington Road, DUNDEE, DD3 7UD",, 3/2,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084968,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 164 Clepington Road, DUNDEE, DD3 7UD",, 1/2,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084969,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 164 Clepington Road, DUNDEE, DD3 7UD",, 2/2,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084971,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 164 Clepington Road, DUNDEE, DD3 7UD",, 1/1,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084972,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Food On The Green, 162 Clepington Road, DUNDEE, DD3 7UD",Food On The Green,,,162 Clepington Road,,DUNDEE,DD3 7UD,9059048620,C,Commercial - Retail - Fast food outlets/ takeaways (hot and cold),Approved preferred,Approved,Constructed,Postal
"247 Clepington Road, DUNDEE, DD3 7UE",,,,247 Clepington Road,,DUNDEE,DD3 7UE,9059085587,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"251 Clepington Road, DUNDEE, DD3 7UE",,,,251 Clepington Road,,DUNDEE,DD3 7UE,9059085046,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"255 Clepington Road, DUNDEE, DD3 7UE",,,,255 Clepington Road,,DUNDEE,DD3 7UE,9059085286,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"249 Clepington Road, DUNDEE, DD3 7UE",,,,249 Clepington Road,,DUNDEE,DD3 7UE,9059085287,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Affertons Ltd, 269 Clepington Road, DUNDEE, DD3 7UE",Affertons Ltd,,,269 Clepington Road,,DUNDEE,DD3 7UE,9059085549,C,Commercial - Retail - Retail service agents,Approved preferred,Approved,Constructed,Postal
"Domestic Appliance House, 265 Clepington Road, DUNDEE, DD3 7UE",Domestic Appliance House,,,265 Clepington Road,,DUNDEE,DD3 7UE,9059085076,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Toppers Hair Design, 267 Clepington Road, DUNDEE, DD3 7UE",Toppers Hair Design,,,267 Clepington Road,,DUNDEE,DD3 7UE,9059080014,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"China China, 271 Clepington Road, DUNDEE, DD3 7UE",China China,,,271 Clepington Road,,DUNDEE,DD3 7UE,9059085289,C,Commercial - Retail - Fast food outlets/ takeaways (hot and cold),Approved preferred,Approved,Constructed,Postal
"Ladbrokes, 261 - 263 Clepington Road, DUNDEE, DD3 7UE",Ladbrokes,,,261 - 263 Clepington Road,,DUNDEE,DD3 7UE,9059084917,C,Commercial - Retail - Other licensed premises/vendors,Approved preferred,Approved,Constructed,Postal
"East Coast Memorials, 259 Clepington Road, DUNDEE, DD3 7UE",East Coast Memorials,,,259 Clepington Road,,DUNDEE,DD3 7UE,9059085586,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Fairmuir Social Club, 17 Balgray Street, DUNDEE, DD3 8HL",Fairmuir Social Club,,,17 Balgray Street,,DUNDEE,DD3 8HL,9059053055,C,Commercial - Leisure - Licensed private members¿ clubs,Approved preferred,Approved,Constructed,Postal
"1/1, 61 Provost Road, DUNDEE, DD3 8AG",, 1/1,,61 Provost Road,,DUNDEE,DD3 8AG,9059060594,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 61 Provost Road, DUNDEE, DD3 8AG",, 2/2,,61 Provost Road,,DUNDEE,DD3 8AG,9059060596,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 61 Provost Road, DUNDEE, DD3 8AG",, 2/1,,61 Provost Road,,DUNDEE,DD3 8AG,9059060597,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 61 Provost Road, DUNDEE, DD3 8AG",, G/1,,61 Provost Road,,DUNDEE,DD3 8AG,9059060599,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/4, 61 Provost Road, DUNDEE, DD3 8AG",, 3/4,,61 Provost Road,,DUNDEE,DD3 8AG,9059077393,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/4, 61 Provost Road, DUNDEE, DD3 8AG",, 2/4,,61 Provost Road,,DUNDEE,DD3 8AG,9059077394,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 59 Provost Road, DUNDEE, DD3 8AG",, G/2,,59 Provost Road,,DUNDEE,DD3 8AG,9059046041,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 59 Provost Road, DUNDEE, DD3 8AG",, 2/2,,59 Provost Road,,DUNDEE,DD3 8AG,9059060602,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 59 Provost Road, DUNDEE, DD3 8AG",, 2/1,,59 Provost Road,,DUNDEE,DD3 8AG,9059060603,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 59 Provost Road, DUNDEE, DD3 8AG",, 3/2,,59 Provost Road,,DUNDEE,DD3 8AG,9059060604,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 59 Provost Road, DUNDEE, DD3 8AG",, 3/1,,59 Provost Road,,DUNDEE,DD3 8AG,9059060605,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 59 Provost Road, DUNDEE, DD3 8AG",, G/1,,59 Provost Road,,DUNDEE,DD3 8AG,9059060607,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 59 Provost Road, DUNDEE, DD3 8AG",, 1/2,,59 Provost Road,,DUNDEE,DD3 8AG,9059060608,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 59 Provost Road, DUNDEE, DD3 8AG",, 1/1,,59 Provost Road,,DUNDEE,DD3 8AG,9059060611,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130F Clepington Road, DUNDEE, DD3 7UD",,,,130F Clepington Road,,DUNDEE,DD3 7UD,9059085248,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130B Clepington Road, DUNDEE, DD3 7UD",,,,130B Clepington Road,,DUNDEE,DD3 7UD,9059085249,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130C Clepington Road, DUNDEE, DD3 7UD",,,,130C Clepington Road,,DUNDEE,DD3 7UD,9059085250,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130D Clepington Road, DUNDEE, DD3 7UD",,,,130D Clepington Road,,DUNDEE,DD3 7UD,9059085251,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130E Clepington Road, DUNDEE, DD3 7UD",,,,130E Clepington Road,,DUNDEE,DD3 7UD,9059085252,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"130A Clepington Road, DUNDEE, DD3 7UD",,,,130A Clepington Road,,DUNDEE,DD3 7UD,9059085253,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"128E Clepington Road, DUNDEE, DD3 7UD",,,,128E Clepington Road,,DUNDEE,DD3 7UD,9059085722,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"128F Clepington Road, DUNDEE, DD3 7UD",,,,128F Clepington Road,,DUNDEE,DD3 7UD,9059085723,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"128C Clepington Road, DUNDEE, DD3 7UD",,,,128C Clepington Road,,DUNDEE,DD3 7UD,9059085297,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"128D Clepington Road, DUNDEE, DD3 7UD",,,,128D Clepington Road,,DUNDEE,DD3 7UD,9059085298,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"128B Clepington Road, DUNDEE, DD3 7UD",,,,128B Clepington Road,,DUNDEE,DD3 7UD,9059085299,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"126C Clepington Road, DUNDEE, DD3 7UD",,,,126C Clepington Road,,DUNDEE,DD3 7UD,9059084998,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"126D Clepington Road, DUNDEE, DD3 7UD",,,,126D Clepington Road,,DUNDEE,DD3 7UD,9059084999,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"126B Clepington Road, DUNDEE, DD3 7UD",,,,126B Clepington Road,,DUNDEE,DD3 7UD,9059085000,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
